uaiihv,31,178,72,Swimming
jrqopub,20,166,69,Basketball
xdipfzw,25,197,92,Running
fylqvjz,35,181,61,Running
lyauuz,24,180,83,Basketball
kphclf,39,177,96,Running
cbpdipufh,27,197,95,Running
jhrnxcxmj,22,183,68,Football
anxdr,31,174,58,Tennis
hnlmw,40,193,94,Tennis
vthsfqu,38,194,50,Tennis
rujigsk,35,194,67,Swimming
fwvrftwap,24,170,94,Basketball
bztyg,33,163,84,Swimming
jjngcom,32,195,56,Swimming
dwsszn,18,185,70,Swimming
ypcnjulk,33,187,55,Swimming
nafam,33,173,99,Basketball
jcazxdr,20,163,91,Basketball
qscczybnv,28,160,50,Tennis
jitlvc,33,193,62,Football
sidzgw,33,176,93,Running
zwpwmfbf,39,179,99,Running
kelhh,21,178,61,Basketball
dnlunm,34,166,69,Swimming
jznkewwu,24,179,85,Tennis
onexpmms,18,169,87,Swimming
dgzqmk,19,179,52,Football
tqvnxbsl,40,172,69,Running
zamzpdns,30,196,94,Tennis
bwxxt,29,173,51,Running
rbaia,40,166,57,Running
zkhfzco,36,172,88,Football
klpeefs,34,163,78,Football
wqhod,19,195,75,Swimming
hesyshm,29,174,96,Football
ayuvnojdj,36,163,54,Basketball
kbapr,36,190,75,Swimming
qwspslg,26,195,77,Tennis
qbdbg,34,175,81,Running
ettwdnf,28,160,94,Basketball
pdjxyuzq,23,176,69,Football
bzpctt,33,188,52,Basketball
emgfkr,21,179,84,Running
vgbof,20,170,64,Tennis
hdnaywp,26,164,74,Football
raaibe,34,175,82,Basketball
fpdawl,28,188,59,Football
tqtkfvsy,18,176,71,Swimming
cqxswyqd,24,173,72,Running
rtzlqsek,38,176,60,Tennis
sklfepxch,27,169,72,Tennis
vdgcxbbis,28,170,63,Tennis
lzifktmoi,31,192,65,Swimming
tgpojxq,25,179,92,Swimming
qfwqdjqn,18,169,68,Football
rnllu,39,160,77,Running
mwnuu,34,173,87,Running
loyvgml,25,168,56,Running
dlyavfau,28,174,52,Tennis
nvacs,31,184,100,Football
oiawcqxsw,22,179,93,Tennis
yaznt,28,174,99,Swimming
meybnu,29,161,94,Swimming
ggxachr,18,166,57,Football
qmlfotpqh,37,178,82,Football
ammqmv,20,197,88,Running
oaifz,23,161,99,Running
berrnmix,19,183,91,Running
ovengb,24,185,75,Running
xqgwd,23,171,86,Football
xkfhicai,39,177,95,Football
kqmbpe,34,169,90,Basketball
znzxtzqsj,19,194,97,Basketball
bmjawwmni,40,174,97,Swimming
uplucltxm,28,192,91,Swimming
rgtuseura,24,194,65,Running
capwpbqr,34,196,93,Swimming
ixezqkvl,40,162,98,Basketball
ocpjmrm,24,177,93,Basketball
vsuluqtu,21,185,58,Football
vjtdhvtjm,27,187,63,Tennis
vufdpa,24,192,93,Basketball
qjtbpl,19,200,52,Running
cwsodp,29,193,57,Tennis
yuearh,22,183,51,Football
aqelo,18,183,84,Running
qiktxipq,35,199,91,Tennis
qmuoubbj,28,178,98,Running
xfclb,26,167,74,Basketball
vdkuj,24,177,84,Running
qhxrkiue,34,166,96,Football
qjpiecwx,18,182,87,Basketball
mkjgn,29,179,85,Running
uqgtau,34,169,97,Football
ugjtfiuq,35,169,79,Swimming
lazamucim,40,163,66,Basketball
doxjlf,25,183,62,Running
dgkhu,27,200,56,Tennis
jaxrni,29,192,65,Tennis
frqqwnu,29,176,99,Football
evslqprl,28,200,76,Swimming
unljg,23,169,55,Swimming
uyyfqut,27,168,53,Basketball
gyetyyepf,28,176,61,Running
kzivdevd,21,182,81,Tennis
zxjndj,18,179,56,Swimming
yyddq,32,179,88,Basketball
yshwxshxz,34,169,64,Running
bffamxdnx,18,179,52,Football
rmire,40,171,87,Tennis
dlicjfqkk,30,200,91,Running
mszcixmzk,33,200,56,Tennis
wyfal,37,185,80,Basketball
gfrteomq,20,179,91,Football
irxelp,26,187,50,Tennis
odqsz,29,181,99,Tennis
bxtnpdbl,27,190,93,Tennis
yyeqtu,30,172,59,Running
cowsw,34,172,62,Tennis
ndxqqsgkh,25,161,90,Basketball
awjugagl,28,164,94,Football
djizyny,20,165,84,Basketball
zryity,28,181,67,Swimming
imkyrok,34,167,59,Tennis
uiqiojf,34,172,88,Basketball
ryekijksv,18,198,77,Running
yeavwufp,29,190,91,Football
kixdbxj,31,192,58,Football
qqxfbbfh,32,197,68,Football
uaaujxf,30,191,68,Tennis
uhepdi,36,166,57,Basketball
hsfiu,32,192,61,Swimming
aapahj,36,199,97,Tennis
lweqfmnmy,35,160,65,Basketball
leinko,34,176,61,Football
omqueg,40,163,89,Basketball
ynwxz,27,170,76,Swimming
xgnjw,23,169,97,Running
sgkmnqwqd,27,161,82,Running
ahoqakqzq,23,180,77,Running
qfdimnwzg,25,181,50,Tennis
ownpgehi,22,183,89,Football
rvqalw,40,168,70,Basketball
lykajat,27,177,51,Swimming
myldxu,34,169,97,Swimming
prrumbm,30,198,51,Basketball
wrhwoqntc,33,166,63,Running
rorzh,37,198,84,Swimming
cplpccdyv,39,191,70,Swimming
fhaoplqi,36,190,94,Tennis
bjtimi,25,165,67,Running
ksxje,38,199,84,Swimming
abhslie,18,199,81,Basketball
qeqaztky,19,164,95,Football
xdcjpa,33,191,54,Swimming
pkzhh,26,198,64,Swimming
xdwjccgtd,25,185,57,Swimming
yspqzvu,21,175,84,Basketball
tlpvo,21,172,82,Basketball
pgvsw,29,160,53,Running
ghrff,20,179,59,Basketball
eeltzai,24,200,87,Football
ozwknwyhz,37,165,50,Tennis
fkjqipuu,37,200,69,Football
lbznryj,37,200,78,Tennis
ghmyuigg,38,176,60,Football
muqinntqm,21,166,75,Swimming
ddnalwnm,31,191,53,Basketball
qqeldacn,35,174,78,Swimming
rmrnyuqnw,20,170,80,Football
jhdeavk,25,162,57,Basketball
xhxclqqe,27,198,55,Running
wzoior,25,164,99,Swimming
rhlsrdgqk,26,167,59,Basketball
zzczufvt,37,172,87,Basketball
gkveder,31,167,98,Tennis
eghbctc,40,172,77,Football
zrzgbp,26,199,81,Basketball
ffeccb,23,167,62,Basketball
jqtlrsppx,35,200,72,Running
obspefuj,32,166,59,Basketball
durddiy,34,163,82,Running
pvcoulc,36,196,83,Basketball
mkwlyiqd,36,178,72,Football
gytzdnobq,37,169,60,Swimming
jystmep,36,189,54,Running
ewqmox,36,189,97,Tennis
mqorlux,40,197,55,Swimming
hcoghotp,36,175,54,Basketball
estck,36,174,92,Running
ocfufbu,18,172,88,Tennis
ffmwae,32,163,63,Swimming
fnnzcp,31,183,54,Swimming
bqsvtd,28,175,68,Running
gaungfz,26,185,78,Football
ifoprw,25,194,89,Basketball
xngtac,21,175,52,Basketball
weuxv,34,197,75,Tennis
gsfxqhipb,19,171,56,Running
pxckica,34,188,89,Football
zmaccgwi,19,171,81,Tennis
teqkbwbaa,35,197,55,Tennis
livnjjo,40,190,54,Football
cznvdgz,32,197,65,Running
argkwuahe,24,200,95,Basketball
etjqpopd,31,176,72,Swimming
elfynz,20,169,79,Basketball
ceazuimy,31,163,84,Tennis
gyxblhp,25,163,96,Basketball
ttkqtm,27,165,99,Swimming
vjvahmvv,33,176,87,Tennis
zkywh,31,188,85,Football
vdcqdpmzm,34,190,56,Basketball
kzfgt,29,183,64,Swimming
pwzvahnv,38,200,100,Football
aotxngex,23,162,75,Running
dmuszlob,23,200,86,Basketball
wkxlrx,23,183,100,Swimming
zomeql,31,170,58,Swimming
zkbcsqm,33,163,73,Football
vrzyeupyv,18,196,81,Football
hpvgcwt,40,190,75,Swimming
byubxr,39,163,73,Tennis
hxpmjrhfa,22,190,65,Football
bfypdks,31,173,74,Football
pzsorbn,31,165,56,Football
ecvjmwjqd,37,161,71,Basketball
jcukfjjza,29,188,73,Swimming
oppvtlei,26,167,87,Tennis
fvuefyyrd,38,184,57,Football
gbsypj,36,175,59,Football
nkilzhs,25,183,80,Basketball
wtdfvirb,35,192,73,Swimming
fcymd,28,160,55,Swimming
pgemjao,29,185,52,Tennis
eywimqd,31,167,88,Running
witxysj,34,194,86,Basketball
pttncjtjh,23,161,78,Football
wojbqh,38,186,97,Tennis
oaccenrxi,32,165,86,Football
btgxdctt,38,173,67,Basketball
scrwqty,27,187,81,Basketball
wvbqx,26,197,100,Swimming
wzhpmdzjl,36,184,61,Running
yoywbm,37,195,80,Swimming
enhvivt,26,178,93,Running
hfxbq,35,170,82,Swimming
twift,37,184,67,Running
ggoqb,20,180,70,Football
vzzsc,33,172,65,Football
zfqjnmt,36,177,78,Tennis
ykcbrzkj,34,178,72,Tennis
nluiyokfh,18,188,60,Basketball
zgqme,19,196,90,Swimming
sdmzohyd,27,172,99,Running
yysttlkn,32,189,86,Tennis
dpbxftatu,30,166,67,Swimming
phoahpsd,35,199,83,Swimming
fbqaghdfo,30,181,75,Basketball
hntdcctc,32,178,61,Football
zeqsjrkmz,38,190,60,Basketball
ooioyvjdx,24,173,56,Tennis
vqzwuprg,23,177,51,Swimming
jpazfritp,36,196,50,Tennis
qgrxek,20,175,60,Basketball
mvvgfqqw,25,169,50,Basketball
zaddukvlq,18,177,94,Basketball
zhwsutp,26,192,54,Tennis
aibjhamm,27,185,95,Swimming
pqelrnk,36,186,95,Running
uzgcsecc,27,196,53,Swimming
yogwqzli,28,200,85,Running
dgmanjzt,24,189,79,Running
iajschhk,33,189,67,Running
rohmxm,36,178,50,Football
odihdvfnx,30,172,89,Swimming
lclxvroja,32,179,62,Tennis
beurhcbm,28,176,94,Tennis
gyvtl,27,185,67,Football
ygaappzos,18,196,100,Basketball
lwltxir,40,190,58,Running
nfeie,36,173,75,Running
vgvqjfavs,38,181,64,Football
nbvxp,27,165,100,Tennis
nfdcmkkh,37,181,61,Swimming
zyhormwjc,33,200,97,Swimming
wrcvehbit,25,171,91,Running
cjpeiysb,39,187,55,Basketball
ssfvo,21,197,90,Running
lmaygfgi,24,176,63,Tennis
zgdmzqc,25,171,81,Basketball
jucvyjim,19,197,76,Running
dzhfn,20,180,71,Tennis
udvjlrgrc,32,190,65,Tennis
hlrqgj,29,193,82,Basketball
yzztj,35,197,65,Running
agetjfq,31,167,56,Football
oiayro,24,169,51,Swimming
iarcp,40,179,51,Basketball
sdhzt,19,173,58,Football
hpyfioopx,35,194,64,Swimming
iovabdat,29,163,92,Basketball
zsiwzzwe,25,180,53,Football
rvqqk,37,174,95,Basketball
iddqmxr,39,196,77,Football
iwrogckdl,29,172,99,Swimming
czpfhzi,24,165,79,Running
jgqfbb,27,164,82,Tennis
cnifnmb,36,161,70,Basketball
jrgvgdfp,31,167,54,Running
jvgae,34,175,77,Running
jcljsn,19,184,96,Football
uacbpqn,38,185,85,Football
kllnpe,37,186,73,Tennis
yyczq,28,172,77,Basketball
tbkjqj,21,185,51,Running
fkrwrxy,33,177,91,Tennis
qgttyitte,32,162,95,Basketball
gegginsb,34,187,58,Football
byxdrfw,20,189,78,Football
lzbalqjp,19,179,79,Tennis
zyvxkn,20,172,72,Running
ramyjrx,20,178,80,Tennis
sgurxtf,24,167,88,Running
pssxgwzzz,28,190,97,Basketball
hxxge,18,172,56,Football
tovorb,18,170,54,Basketball
czgda,21,200,96,Basketball
txwzdondv,30,180,51,Swimming
czxkwzraa,27,196,53,Tennis
nvggt,19,176,93,Running
cpwda,34,187,60,Football
qrsjstjw,36,192,58,Swimming
ltvrbul,35,189,77,Football
cqvglo,40,196,64,Running
bpvzwa,37,179,100,Swimming
fhotiote,34,191,65,Running
icbnljko,18,174,66,Football
bwwhq,19,195,87,Swimming
xsfpqadu,31,186,80,Running
ijjjqzia,23,161,72,Basketball
ccfydd,36,173,66,Running
zduhct,36,175,73,Basketball
wlexnkvw,27,173,75,Football
ctqln,25,175,75,Running
yioavsorr,37,173,91,Football
lpqlqg,23,163,96,Running
oefckaatp,38,161,64,Basketball
axdqnlc,27,190,81,Football
apgfxwk,32,198,51,Football
nrgebbmd,18,185,55,Football
ysdnn,28,171,57,Running
boedrbh,36,196,59,Football
edghcy,26,185,95,Swimming
eoboffjc,21,196,51,Basketball
jvkawmuc,24,174,99,Running
pmbqy,25,184,54,Swimming
hfoogx,21,188,50,Running
iswdw,22,179,94,Swimming
zumpuuyws,30,168,71,Swimming
fctcjq,21,167,86,Basketball
hwerepq,24,174,56,Swimming
irqvx,22,171,88,Football
mbmepfp,38,160,79,Swimming
rzajzes,32,171,51,Swimming
vhnwalznm,19,195,70,Running
cygxj,27,189,60,Basketball
rbtvbdrz,35,168,50,Basketball
wcglujf,29,194,74,Tennis
pkmctlt,36,172,92,Tennis
juxprmi,22,200,61,Swimming
yinmmyxdj,40,184,81,Tennis
yzqtl,37,183,59,Running
xybmn,32,162,65,Basketball
xzlwcw,28,161,80,Tennis
aebvqala,38,161,64,Running
jedippv,36,199,55,Tennis
gucixo,25,186,92,Swimming
srwkq,23,193,55,Swimming
tqwinm,32,200,85,Basketball
twltmv,34,200,90,Tennis
trill,32,188,86,Running
lofyaet,27,199,67,Running
lofiljkgh,33,169,50,Swimming
etgvqrjv,36,197,75,Running
yietvs,36,170,87,Swimming
lutlojy,29,191,67,Running
xxpohrys,26,198,57,Running
pkivxv,35,196,70,Tennis
atbezoawn,39,189,83,Basketball
pbummz,38,160,74,Football
flrug,26,168,87,Football
brayh,35,187,79,Basketball
sdrgsrm,33,172,58,Football
zibgkxin,37,195,66,Tennis
ntwrvtlb,35,163,53,Swimming
misdnsl,22,194,75,Football
kovqphekf,40,173,68,Tennis
maeugq,19,177,81,Football
ggvdxfnl,23,188,66,Swimming
nqgvq,31,180,69,Basketball
zaabbts,33,171,75,Swimming
yatlc,18,167,99,Basketball
eovvdba,29,198,91,Basketball
cygwwhzpn,20,188,85,Basketball
fahnam,26,173,70,Tennis
lelkbwobf,22,172,98,Running
cjbiwup,32,191,70,Basketball
guznw,32,165,71,Basketball
fmvkyszig,36,186,65,Basketball
dbofdmxj,28,178,83,Tennis
roiltuiev,39,163,91,Tennis
zrtrv,21,162,97,Football
cldakk,24,180,87,Football
rszxnec,27,167,92,Tennis
endavhapj,23,164,82,Basketball
xdcsut,18,173,91,Swimming
vumio,24,183,77,Football
wfpnodh,18,179,91,Tennis
psblevegv,35,200,90,Running
cxrzm,19,177,94,Running
gpvjcv,35,168,73,Tennis
vnlbiodsa,31,160,54,Swimming
ldcoix,34,165,50,Swimming
pvwelbc,18,188,55,Tennis
jdecxg,39,163,75,Tennis
idueco,40,168,87,Swimming
ksdot,29,166,50,Running
igfgmxb,32,179,79,Football
suzief,39,183,83,Basketball
npvjhc,29,194,61,Basketball
tcpuigu,27,195,68,Running
wzjlk,30,195,80,Running
kqlmzx,30,168,87,Basketball
gmcnics,21,166,74,Swimming
heibqv,26,170,51,Football
vzevpt,32,181,87,Running
pknjhmh,37,190,77,Running
pypzrwxy,33,176,86,Running
xewzgiq,31,184,64,Swimming
getxkmm,36,181,56,Tennis
nbumdl,34,172,58,Running
ygtrgu,24,200,72,Swimming
ajzovccw,19,175,55,Football
fjeibclzk,36,187,69,Football
ifmtfxsu,32,169,100,Tennis
oqxsy,34,194,84,Tennis
tllbfdesl,37,181,50,Football
alxvj,23,175,58,Football
qegpmsp,27,161,90,Tennis
gnctx,30,174,71,Tennis
zkxiyv,23,196,75,Running
zqwsfexi,37,177,58,Football
jatlq,29,189,65,Football
atjkzcl,38,177,86,Football
horpe,22,190,67,Running
kecapqs,34,164,60,Basketball
ecoqnsru,25,190,62,Football
ofyyr,38,176,98,Basketball
kheumyx,35,167,61,Running
mhmjvpv,40,182,77,Football
kyusvne,31,179,64,Football
jajmbzjqi,19,196,83,Football
htgoaq,33,193,64,Tennis
rpfauojw,28,182,56,Swimming
njfooslxo,32,181,82,Basketball
lwjunaa,37,185,61,Tennis
pzqqifzo,34,169,69,Tennis
wyankay,21,187,53,Basketball
ukgkly,37,195,95,Football
wtiskrzxp,18,200,58,Swimming
crlxnwr,28,165,72,Basketball
euvynrrxl,20,190,54,Swimming
kdkufpn,22,199,76,Tennis
avhkanf,38,174,89,Tennis
rciinlqxo,28,160,52,Tennis
ndifjk,35,174,98,Football
aarurynti,40,162,63,Tennis
jqcghkt,25,175,54,Football
bocfuc,22,182,60,Running
mwwjerxo,22,195,84,Basketball
bblwbjd,33,162,69,Tennis
ktijuwxq,29,182,66,Basketball
klwbt,24,185,56,Running
aqfeql,24,191,94,Running
hgpgwkost,38,198,95,Running
apkzwmz,33,181,58,Football
wofihmoz,26,174,86,Basketball
eilld,21,173,63,Basketball
oroclti,34,184,65,Tennis
elrdh,21,169,97,Football
axeft,22,186,91,Swimming
sxsdtbx,30,185,77,Tennis
hfkolyf,36,174,100,Swimming
mpskqcai,30,170,50,Swimming
khtevyl,38,166,70,Basketball
gkcohc,35,195,89,Swimming
aoychlycv,30,177,72,Basketball
ofepuowf,28,161,71,Football
ordfttdv,28,164,69,Swimming
bzmgvc,35,192,58,Basketball
omiac,28,164,89,Football
yppdmrsiu,18,174,60,Swimming
qvdrn,28,197,90,Football
ddtwwrt,22,186,78,Basketball
csdwz,31,173,94,Basketball
omgdyp,19,171,84,Basketball
bibucycm,26,175,74,Running
nutjm,24,197,75,Tennis
goupocb,35,182,58,Tennis
qsdcs,22,189,57,Basketball
hzrvbo,26,199,81,Running
mvvpyovk,37,198,80,Swimming
dwcylgg,22,175,67,Basketball
nnbhvjus,32,179,79,Tennis
bgdejgjfi,39,183,64,Swimming
yoajdpk,24,163,62,Swimming
eswzaa,31,161,87,Swimming
nyuwqnl,20,191,89,Running
esjpdewji,21,187,56,Running
qynjlchhy,35,177,71,Football
mdcrwlgb,24,169,71,Running
womfgmt,19,163,85,Tennis
ywzjyhycm,20,165,96,Basketball
rcowakk,21,175,95,Football
ixkgci,23,185,93,Basketball
rhvghv,33,186,76,Basketball
kkkuycn,22,163,87,Swimming
dagic,40,165,61,Tennis
ladiilxs,20,183,94,Swimming
dyten,27,172,50,Basketball
sdfus,19,174,65,Basketball
rrvfoqrxv,26,177,86,Tennis
edmgo,22,193,80,Tennis
eelsst,18,173,57,Swimming
atkaobf,25,167,81,Tennis
qbjyk,26,160,52,Tennis
nqkhx,37,172,83,Tennis
vdyjf,36,179,76,Swimming
rywcyhx,19,183,95,Basketball
npglnb,26,191,52,Football
xspbuoiph,38,191,61,Tennis
gteewbrn,39,181,64,Tennis
hibugtjj,34,187,56,Basketball
ctploygte,31,190,80,Basketball
aupsbz,20,166,52,Swimming
qegkmpmf,24,179,83,Running
piklg,32,192,56,Tennis
azktw,33,171,65,Swimming
oucdihj,36,171,53,Tennis
ayegc,28,177,66,Swimming
aqjzjt,32,174,81,Swimming
lzvuleydv,40,178,90,Basketball
xuazc,37,186,51,Running
fthzedor,37,174,97,Football
ktlcy,22,183,55,Basketball
jfzahvaha,26,193,78,Tennis
ouxaip,36,181,53,Running
ipztvu,35,162,78,Tennis
qgpregq,28,161,69,Tennis
ilobfajd,35,162,51,Basketball
zhwvpgn,30,170,95,Basketball
xlgfofozv,34,186,56,Football
farlvsus,30,177,73,Basketball
yjkegw,28,176,70,Running
mkvuhvipv,20,179,78,Swimming
kjglmoj,36,170,86,Running
yuhqwv,30,196,94,Basketball
adlcfew,26,176,75,Swimming
uwnuxdau,33,177,100,Basketball
byntmd,25,197,72,Basketball
vuvnbd,23,186,83,Football
zjswm,19,167,69,Basketball
ivxubrjs,30,166,64,Running
cmetkizb,40,160,59,Tennis
ihjrlto,21,161,80,Running
hsdyfd,37,183,83,Running
ryfbkagjj,34,171,99,Football
qnagqapkd,40,164,82,Tennis
spmkp,36,187,88,Basketball
jeleg,22,195,69,Running
fruwdyms,28,170,70,Football
plkiykbu,32,174,52,Tennis
wtlznsr,40,165,81,Tennis
prhsscheo,26,182,95,Football
zagbpcw,25,193,61,Running
wmrgpixw,23,166,65,Running
pycssar,35,183,60,Tennis
qomcj,33,161,82,Tennis
nhfljxm,36,175,79,Tennis
vlxogfgsq,22,176,91,Tennis
mbpoiexpq,40,196,99,Swimming
hufeh,33,165,67,Tennis
hcyngb,30,196,63,Football
ndgevprzq,26,186,63,Running
tkiiwk,20,190,65,Tennis
moapnj,40,185,77,Tennis
gcqweaj,24,174,97,Football
ntkervlzh,27,194,69,Swimming
ficqziup,22,187,82,Running
iwfkjz,32,195,95,Basketball
sabszq,39,173,89,Basketball
arspzqir,23,163,98,Tennis
ajbpbus,20,173,71,Football
mudnbc,23,185,69,Basketball
ponrhczmc,37,174,88,Swimming
mjehza,18,182,94,Tennis
jvrgbn,25,171,57,Basketball
comgy,33,185,52,Basketball
wpvvr,18,170,53,Tennis
hxfnyskot,19,187,98,Football
gnbic,26,167,69,Football
vymnw,23,172,94,Tennis
tlagcvf,34,172,87,Running
hvljkjjp,26,195,92,Basketball
khvsu,38,192,60,Swimming
jbzbwtt,19,193,55,Basketball
ztxqz,32,192,60,Basketball
bxjxaxfft,23,181,77,Football
nlbqclcbe,27,193,78,Football
yhpcebzg,19,192,63,Running
uopxc,38,196,85,Basketball
wisxcyfbz,31,188,76,Tennis
ezwlnqi,27,184,66,Tennis
bhaivyroy,39,190,67,Football
rpukkzm,20,165,89,Swimming
hdtolw,22,172,78,Running
wjmpapmr,35,163,53,Basketball
lhsxhsr,24,168,57,Football
gfznyn,28,168,93,Running
rnbaonyb,33,187,61,Basketball
oohlaou,21,163,100,Running
jifjjpawt,18,165,70,Swimming
jilgz,33,199,64,Running
ujipe,36,199,80,Football
yyhbw,18,164,69,Football
zspma,36,163,54,Swimming
xsnfjtmuj,22,185,96,Tennis
kxwqjhxlb,35,184,85,Swimming
zctww,19,168,85,Swimming
cmrqwv,39,173,86,Running
esuptlq,39,166,56,Football
asrktz,27,170,54,Basketball
twyhdsq,37,184,95,Swimming
ekgzbnv,20,161,84,Swimming
jrouupx,32,169,65,Tennis
spqqa,26,179,66,Swimming
gcbccr,25,175,72,Swimming
itjxszj,36,189,100,Football
qaqhgviud,30,179,94,Tennis
xhjvusqdp,18,177,98,Basketball
anpsn,39,180,83,Swimming
sgtqlhik,32,174,79,Football
ylbjpb,18,167,51,Football
xpmwnpf,33,178,60,Basketball
hgtyxbgjz,31,184,61,Football
xdtxkqow,36,184,60,Basketball
kzgti,33,197,80,Basketball
pxqljbwy,25,193,58,Football
momdrzzz,20,160,84,Swimming
ytpmke,28,196,68,Swimming
ovhro,32,199,79,Swimming
dmqfncf,19,188,74,Basketball
gimmup,28,189,83,Running
clalqcghi,19,196,89,Tennis
wfkndmtlb,18,191,100,Swimming
pdjtrleho,24,167,88,Running
pnvluhyx,25,168,50,Tennis
spkqgq,29,197,93,Basketball
qdphb,22,184,96,Running
ghfeezy,34,162,65,Tennis
jevzg,33,184,53,Tennis
xoiblltwh,37,163,100,Football
ogdofp,21,187,98,Tennis
cwawv,24,183,61,Basketball
ztsxcta,30,174,97,Basketball
rvoibhd,24,188,71,Swimming
dszbgj,33,166,79,Swimming
infaqtha,18,166,66,Basketball
zyhyf,40,180,77,Tennis
kgijlm,18,162,67,Swimming
wkrfm,24,188,75,Swimming
ewadce,25,192,100,Basketball
mkkxynq,31,188,61,Football
dwghhl,22,161,71,Tennis
vggyt,32,174,67,Tennis
dvislccz,34,180,90,Football
maquai,21,168,96,Running
dzsdtq,35,179,82,Football
zxtyrpdiv,22,189,71,Tennis
xnkct,30,167,96,Running
navknsdmp,24,173,59,Swimming
rikbwz,19,181,56,Basketball
hnfbzopzl,28,166,99,Tennis
vcocpgv,21,192,98,Basketball
hreerot,20,191,97,Football
tyjienj,37,175,94,Football
fbiya,25,189,59,Swimming
opljmce,34,186,92,Football
heisg,22,185,92,Running
nqxpvq,30,200,65,Tennis
yavaewl,19,198,92,Basketball
ogfnztvyi,40,165,99,Tennis
xdbmobmmd,27,180,87,Football
vmdjs,33,191,66,Basketball
smhqmqgjv,22,192,60,Tennis
yogidfmas,24,198,93,Tennis
gkdzyl,23,162,75,Running
zhslsfj,21,197,96,Swimming
hljbwwg,28,187,81,Running
quxax,36,198,73,Running
jwsuc,26,197,62,Running
chyyfe,29,164,70,Tennis
mjmoi,18,165,70,Tennis
qkrlpxae,31,193,88,Football
hmcnybco,29,182,84,Basketball
kpdyo,23,200,53,Football
gjgeiplgw,31,190,75,Tennis
oobcqhaa,40,183,100,Running
nujma,36,191,71,Football
rlgtwsrig,32,191,74,Running
kaqpcd,21,182,59,Basketball
zzwgdg,29,181,93,Tennis
gjwmq,39,191,69,Running
qvbuatkz,40,199,95,Running
eascrgu,18,175,93,Tennis
woyotjgok,36,188,92,Basketball
dznalsb,35,197,61,Running
bzyhyxv,24,195,53,Swimming
